arm,protocol,size,mode,rep,event,length,count
after,grpc,64,capacity,1,commit,786,4986
after,grpc,64,capacity,1,commit,840,44
after,grpc,64,capacity,1,commit,917,2422
after,grpc,64,capacity,1,commit,1048,78
after,grpc,64,capacity,1,write_vectored,0,195957
after,grpc,64,matched,1,commit,13,64
after,grpc,64,matched,1,commit,17,139
after,grpc,64,matched,1,commit,105,54988
after,grpc,64,matched,1,commit,128,36
after,grpc,64,matched,1,commit,131,106184
after,grpc,64,matched,1,commit,210,45974
after,grpc,64,matched,1,commit,233,25
after,grpc,64,matched,1,commit,262,26593
after,grpc,64,matched,1,commit,315,4038
after,grpc,64,matched,1,commit,338,3
after,grpc,64,matched,1,commit,393,55
after,grpc,64,matched,1,commit,420,75
after,grpc,64,matched,1,commit,524,16
after,grpc,64,matched,1,commit,525,14
after,grpc,64,matched,1,commit,630,14
after,grpc,64,matched,1,commit,655,16
after,grpc,64,matched,1,commit,735,12
after,grpc,64,matched,1,commit,786,7
after,grpc,64,matched,1,commit,840,8
after,grpc,64,matched,1,commit,917,9
after,grpc,64,matched,1,commit,945,8
after,grpc,64,matched,1,commit,1048,8
after,grpc,64,matched,1,commit,1050,6
after,grpc,64,matched,1,commit,1155,1
after,grpc,64,matched,1,commit,1179,2
after,grpc,64,matched,1,commit,1260,2
after,grpc,64,matched,1,commit,1310,2
after,grpc,64,matched,1,commit,1365,7
after,grpc,64,matched,1,commit,1441,1
after,grpc,64,matched,1,commit,1470,1
after,grpc,64,matched,1,commit,1572,3
after,grpc,64,matched,1,commit,1575,2
after,grpc,64,matched,1,commit,1680,2
after,grpc,64,matched,1,commit,1703,5
after,grpc,64,matched,1,commit,1834,4
after,grpc,64,matched,1,commit,1965,2
after,grpc,64,matched,1,write_vectored,0,238326
after,grpc,65536,capacity,1,commit,10,1
after,grpc,65536,capacity,1,commit,13,416016
after,grpc,65536,capacity,1,commit,17,143
after,grpc,65536,capacity,1,commit,26,2550
after,grpc,65536,capacity,1,commit,27,17241
after,grpc,65536,capacity,1,commit,30,2
after,grpc,65536,capacity,1,commit,33,13853
after,grpc,65536,capacity,1,commit,36,64
after,grpc,65536,capacity,1,commit,47,78544
after,grpc,65536,capacity,1,commit,54,10200
after,grpc,65536,capacity,1,commit,66,8554
after,grpc,65536,capacity,1,commit,81,6503
after,grpc,65536,capacity,1,commit,99,10817
after,grpc,65536,capacity,1,commit,108,4044
after,grpc,65536,capacity,1,commit,132,3474
after,grpc,65536,capacity,1,commit,135,910
after,grpc,65536,capacity,1,commit,162,42
after,grpc,65536,capacity,1,commit,165,221
after,grpc,65536,capacity,1,commit,189,38
after,grpc,65536,capacity,1,commit,195,8
after,grpc,65536,capacity,1,commit,198,11
after,grpc,65536,capacity,1,commit,208,1
after,grpc,65536,capacity,1,commit,216,18
after,grpc,65536,capacity,1,commit,217,17
after,grpc,65536,capacity,1,commit,231,6
after,grpc,65536,capacity,1,commit,264,5
after,grpc,65536,capacity,1,commit,307,8
after,grpc,65536,capacity,1,commit,320,4
after,grpc,65536,capacity,1,commit,334,6
after,grpc,65536,capacity,1,commit,343,1
after,grpc,65536,capacity,1,commit,390,3
after,grpc,65536,capacity,1,commit,417,1
after,grpc,65536,capacity,1,commit,446,1
after,grpc,65536,capacity,1,commit,473,2
after,grpc,65536,capacity,1,commit,15955,3
after,grpc,65536,capacity,1,commit,16011,3
after,grpc,65536,capacity,1,commit,16067,1
after,grpc,65536,capacity,1,commit,16081,5
after,grpc,65536,capacity,1,commit,16094,13
after,grpc,65536,capacity,1,commit,16184,17
after,grpc,65536,capacity,1,commit,16193,1
after,grpc,65536,capacity,1,commit,16206,10
after,grpc,65536,capacity,1,commit,16392,157052
after,grpc,65536,capacity,1,commit,16393,471316
after,grpc,65536,capacity,1,write_vectored,0,1201713
after,grpc,65536,matched,1,commit,13,58407
after,grpc,65536,matched,1,commit,17,131
after,grpc,65536,matched,1,commit,27,16003
after,grpc,65536,matched,1,commit,33,16005
after,grpc,65536,matched,1,commit,36,40
after,grpc,65536,matched,1,commit,37,24
after,grpc,65536,matched,1,commit,47,16009
after,grpc,65536,matched,1,commit,54,3
after,grpc,65536,matched,1,commit,66,2
after,grpc,65536,matched,1,commit,16392,32018
after,grpc,65536,matched,1,commit,16393,96054
after,grpc,65536,matched,1,write_vectored,0,234698
after,grpc,8192,capacity,1,commit,10,145944
after,grpc,8192,capacity,1,commit,13,152669
after,grpc,8192,capacity,1,commit,17,136
after,grpc,8192,capacity,1,commit,36,8
after,grpc,8192,capacity,1,commit,37,56
after,grpc,8192,capacity,1,commit,47,145950
after,grpc,8192,capacity,1,commit,8212,145944
after,grpc,8192,capacity,1,commit,8215,145953
after,grpc,8192,capacity,1,write_vectored,0,736666
after,grpc,8192,matched,1,commit,10,80045
after,grpc,8192,matched,1,commit,13,83708
after,grpc,8192,matched,1,commit,17,139
after,grpc,8192,matched,1,commit,36,24
after,grpc,8192,matched,1,commit,37,40
after,grpc,8192,matched,1,commit,47,80044
after,grpc,8192,matched,1,commit,8212,80045
after,grpc,8192,matched,1,commit,8215,80043
after,grpc,8192,matched,1,write_vectored,0,404084
after,opaque,1024,capacity,1,commit,128,157
after,opaque,1024,capacity,1,commit,1040,91459
after,opaque,1024,capacity,1,commit,1168,100
after,opaque,1024,capacity,1,commit,2080,111445
after,opaque,1024,capacity,1,commit,3120,102327
after,opaque,1024,capacity,1,commit,4160,77786
after,opaque,1024,capacity,1,commit,5200,58024
after,opaque,1024,capacity,1,commit,6240,44272
after,opaque,1024,capacity,1,commit,7280,33120
after,opaque,1024,capacity,1,commit,8192,257
after,opaque,1024,capacity,1,write_vectored,0,518936
after,opaque,1024,matched,1,commit,1040,319607
after,opaque,1024,matched,1,commit,1168,6
after,opaque,1024,matched,1,commit,2080,155
after,opaque,1024,matched,1,commit,3120,15
after,opaque,1024,matched,1,commit,3248,2
after,opaque,1024,matched,1,commit,4160,1
after,opaque,1024,matched,1,commit,4288,2
after,opaque,1024,matched,1,commit,5200,2
after,opaque,1024,matched,1,commit,6240,6
after,opaque,1024,matched,1,commit,7280,6
after,opaque,1024,matched,1,commit,8192,10
after,opaque,1024,matched,1,write_vectored,0,319818
after,opaque,64,capacity,1,commit,80,121826
after,opaque,64,capacity,1,commit,160,115202
after,opaque,64,capacity,1,commit,240,88057
after,opaque,64,capacity,1,commit,320,68112
after,opaque,64,capacity,1,commit,400,57941
after,opaque,64,capacity,1,commit,480,43579
after,opaque,64,capacity,1,commit,560,34199
after,opaque,64,capacity,1,commit,640,17256
after,opaque,64,capacity,1,write_vectored,0,546218
after,opaque,64,matched,1,commit,80,318926
after,opaque,64,matched,1,commit,160,226
after,opaque,64,matched,1,commit,240,23
after,opaque,64,matched,1,commit,320,5
after,opaque,64,matched,1,commit,400,1
after,opaque,64,matched,1,commit,480,1
after,opaque,64,matched,1,commit,560,2
after,opaque,64,matched,1,commit,720,31
after,opaque,64,matched,1,commit,800,11
after,opaque,64,matched,1,commit,880,5
after,opaque,64,matched,1,commit,960,1
after,opaque,64,matched,1,commit,1040,12
after,opaque,64,matched,1,commit,1120,4
after,opaque,64,matched,1,write_vectored,0,319247
before,grpc,1024,capacity,1,commit,13,1482
before,grpc,1024,capacity,1,commit,17,130
before,grpc,1024,capacity,1,commit,30,2
before,grpc,1024,capacity,1,commit,1047,47
before,grpc,1024,capacity,1,commit,1054,18
before,grpc,1024,capacity,1,commit,1067,31288
before,grpc,1024,capacity,1,commit,1090,27
before,grpc,1024,capacity,1,commit,1094,31088
before,grpc,1024,capacity,1,commit,2134,20338
before,grpc,1024,capacity,1,commit,2157,16
before,grpc,1024,capacity,1,commit,2188,17968
before,grpc,1024,capacity,1,commit,3201,16675
before,grpc,1024,capacity,1,commit,3224,7
before,grpc,1024,capacity,1,commit,3282,15871
before,grpc,1024,capacity,1,commit,4268,12437
before,grpc,1024,capacity,1,commit,4291,10
before,grpc,1024,capacity,1,commit,4376,12850
before,grpc,1024,capacity,1,commit,5335,8560
before,grpc,1024,capacity,1,commit,5358,3
before,grpc,1024,capacity,1,commit,5470,8664
before,grpc,1024,capacity,1,commit,6402,4427
before,grpc,1024,capacity,1,commit,6425,1
before,grpc,1024,capacity,1,commit,6564,4359
before,grpc,1024,capacity,1,commit,7469,1342
before,grpc,1024,capacity,1,commit,7482,18
before,grpc,1024,capacity,1,commit,7658,2127
before,grpc,1024,capacity,1,commit,7705,47
before,grpc,1024,capacity,1,write,0,1099882
before,grpc,1024,matched,1,commit,13,951
before,grpc,1024,matched,1,commit,17,139
before,grpc,1024,matched,1,commit,30,1
before,grpc,1024,matched,1,commit,1054,5
before,grpc,1024,matched,1,commit,1067,50215
before,grpc,1024,matched,1,commit,1090,32
before,grpc,1024,matched,1,commit,1094,94956
before,grpc,1024,matched,1,commit,2121,3
before,grpc,1024,matched,1,commit,2134,44400
before,grpc,1024,matched,1,commit,2141,1
before,grpc,1024,matched,1,commit,2157,29
before,grpc,1024,matched,1,commit,2188,32358
before,grpc,1024,matched,1,commit,3188,4
before,grpc,1024,matched,1,commit,3201,6745
before,grpc,1024,matched,1,commit,3224,2
before,grpc,1024,matched,1,commit,3235,1
before,grpc,1024,matched,1,commit,3282,47
before,grpc,1024,matched,1,commit,4255,3
before,grpc,1024,matched,1,commit,4268,67
before,grpc,1024,matched,1,commit,4291,1
before,grpc,1024,matched,1,commit,4376,5
before,grpc,1024,matched,1,commit,5322,1
before,grpc,1024,matched,1,commit,5335,14
before,grpc,1024,matched,1,commit,5423,5
before,grpc,1024,matched,1,commit,5470,3
before,grpc,1024,matched,1,commit,6389,4
before,grpc,1024,matched,1,commit,6402,14
before,grpc,1024,matched,1,commit,6517,3
before,grpc,1024,matched,1,commit,6564,1
before,grpc,1024,matched,1,commit,7469,8
before,grpc,1024,matched,1,commit,7482,20
before,grpc,1024,matched,1,commit,7611,4
before,grpc,1024,matched,1,commit,7658,4
before,grpc,1024,matched,1,commit,7705,15
before,grpc,1024,matched,1,commit,8536,6
before,grpc,1024,matched,1,commit,8705,1
before,grpc,1024,matched,1,commit,8752,1
before,grpc,1024,matched,1,write,0,743001
before,grpc,64,capacity,1,commit,13,107
before,grpc,64,capacity,1,commit,17,135
before,grpc,64,capacity,1,commit,105,31064
before,grpc,64,capacity,1,commit,128,29
before,grpc,64,capacity,1,commit,131,30514
before,grpc,64,capacity,1,commit,210,21802
before,grpc,64,capacity,1,commit,233,13
before,grpc,64,capacity,1,commit,262,18646
before,grpc,64,capacity,1,commit,315,17855
before,grpc,64,capacity,1,commit,338,9
before,grpc,64,capacity,1,commit,393,16580
before,grpc,64,capacity,1,commit,420,13254
before,grpc,64,capacity,1,commit,443,5
before,grpc,64,capacity,1,commit,524,13597
before,grpc,64,capacity,1,commit,525,8890
before,grpc,64,capacity,1,commit,548,6
before,grpc,64,capacity,1,commit,630,4654
before,grpc,64,capacity,1,commit,653,2
before,grpc,64,capacity,1,commit,655,8951
before,grpc,64,capacity,1,commit,735,1513
before,grpc,64,capacity,1,commit,786,5016
before,grpc,64,capacity,1,commit,840,50
before,grpc,64,capacity,1,commit,917,2464
before,grpc,64,capacity,1,commit,1048,91
before,grpc,64,capacity,1,write,0,195251
before,grpc,64,matched,1,commit,13,64
before,grpc,64,matched,1,commit,17,138
before,grpc,64,matched,1,commit,105,54837
before,grpc,64,matched,1,commit,128,27
before,grpc,64,matched,1,commit,131,110828
before,grpc,64,matched,1,commit,210,46782
before,grpc,64,matched,1,commit,233,35
before,grpc,64,matched,1,commit,262,24325
before,grpc,64,matched,1,commit,315,3618
before,grpc,64,matched,1,commit,338,2
before,grpc,64,matched,1,commit,393,55
before,grpc,64,matched,1,commit,420,56
before,grpc,64,matched,1,commit,524,11
before,grpc,64,matched,1,commit,525,12
before,grpc,64,matched,1,commit,630,12
before,grpc,64,matched,1,commit,655,2
before,grpc,64,matched,1,commit,735,9
before,grpc,64,matched,1,commit,786,4
before,grpc,64,matched,1,commit,840,7
before,grpc,64,matched,1,commit,917,2
before,grpc,64,matched,1,commit,945,7
before,grpc,64,matched,1,commit,1048,5
before,grpc,64,matched,1,commit,1050,2
before,grpc,64,matched,1,commit,1155,4
before,grpc,64,matched,1,commit,1179,2
before,grpc,64,matched,1,commit,1260,2
before,grpc,64,matched,1,commit,1310,5
before,grpc,64,matched,1,commit,1365,1
before,grpc,64,matched,1,commit,1441,11
before,grpc,64,matched,1,commit,1470,1
before,grpc,64,matched,1,commit,1572,4
before,grpc,64,matched,1,commit,1680,1
before,grpc,64,matched,1,commit,2520,1
before,grpc,64,matched,1,commit,2620,1
before,grpc,64,matched,1,commit,2625,1
before,grpc,64,matched,1,commit,3013,1
before,grpc,64,matched,1,commit,3144,1
before,grpc,64,matched,1,write,0,240881
before,grpc,65536,capacity,1,commit,13,333579
before,grpc,65536,capacity,1,commit,17,114
before,grpc,65536,capacity,1,commit,26,14558
before,grpc,65536,capacity,1,commit,27,11230
before,grpc,65536,capacity,1,commit,30,32
before,grpc,65536,capacity,1,commit,33,7056
before,grpc,65536,capacity,1,commit,36,50
before,grpc,65536,capacity,1,commit,43,5
before,grpc,65536,capacity,1,commit,46,1971
before,grpc,65536,capacity,1,commit,47,28442
before,grpc,65536,capacity,1,commit,54,9857
before,grpc,65536,capacity,1,commit,66,7764
before,grpc,65536,capacity,1,commit,74,1480
before,grpc,65536,capacity,1,commit,79,601
before,grpc,65536,capacity,1,commit,81,6727
before,grpc,65536,capacity,1,commit,99,10630
before,grpc,65536,capacity,1,commit,101,679
before,grpc,65536,capacity,1,commit,108,3125
before,grpc,65536,capacity,1,commit,112,82
before,grpc,65536,capacity,1,commit,128,150
before,grpc,65536,capacity,1,commit,132,2966
before,grpc,65536,capacity,1,commit,135,920
before,grpc,65536,capacity,1,commit,145,3
before,grpc,65536,capacity,1,commit,155,12
before,grpc,65536,capacity,1,commit,162,51
before,grpc,65536,capacity,1,commit,165,110
before,grpc,65536,capacity,1,commit,182,1
before,grpc,65536,capacity,1,commit,189,65
before,grpc,65536,capacity,1,commit,198,1
before,grpc,65536,capacity,1,commit,209,3
before,grpc,65536,capacity,1,commit,216,17
before,grpc,65536,capacity,1,commit,231,1
before,grpc,65536,capacity,1,commit,235,1
before,grpc,65536,capacity,1,commit,242,4
before,grpc,65536,capacity,1,commit,264,2
before,grpc,65536,capacity,1,commit,417,1
before,grpc,65536,capacity,1,commit,15955,1
before,grpc,65536,capacity,1,commit,16081,17
before,grpc,65536,capacity,1,commit,16094,10
before,grpc,65536,capacity,1,commit,16141,1
before,grpc,65536,capacity,1,commit,16193,2
before,grpc,65536,capacity,1,commit,16206,9
before,grpc,65536,capacity,1,commit,16253,8
before,grpc,65536,capacity,1,commit,16392,51784
before,grpc,65536,capacity,1,commit,16393,461623
before,grpc,65536,capacity,1,commit,16401,3
before,grpc,65536,capacity,1,commit,16405,46810
before,grpc,65536,capacity,1,commit,16419,3053
before,grpc,65536,capacity,1,commit,16425,4508
before,grpc,65536,capacity,1,commit,16428,15
before,grpc,65536,capacity,1,commit,16438,345
before,grpc,65536,capacity,1,commit,16439,45802
before,grpc,65536,capacity,1,commit,16446,232
before,grpc,65536,capacity,1,commit,16448,22
before,grpc,65536,capacity,1,commit,16458,581
before,grpc,65536,capacity,1,commit,16466,265
before,grpc,65536,capacity,1,commit,16471,45
before,grpc,65536,capacity,1,commit,16473,91
before,grpc,65536,capacity,1,commit,16491,148
before,grpc,65536,capacity,1,commit,16493,50
before,grpc,65536,capacity,1,commit,16500,26
before,grpc,65536,capacity,1,commit,16504,3
before,grpc,65536,capacity,1,commit,16520,2
before,grpc,65536,capacity,1,commit,16524,6
before,grpc,65536,capacity,1,commit,16527,12
before,grpc,65536,capacity,1,commit,16547,1
before,grpc,65536,capacity,1,commit,16554,12
before,grpc,65536,capacity,1,commit,16581,4
before,grpc,65536,capacity,1,commit,16587,1
before,grpc,65536,capacity,1,commit,16590,2
before,grpc,65536,capacity,1,commit,16596,1
before,grpc,65536,capacity,1,commit,16608,4
before,grpc,65536,capacity,1,commit,16614,1
before,grpc,65536,capacity,1,commit,16623,1
before,grpc,65536,capacity,1,commit,16634,5
before,grpc,65536,capacity,1,commit,16647,1
before,grpc,65536,capacity,1,commit,16700,2
before,grpc,65536,capacity,1,commit,16713,11
before,grpc,65536,capacity,1,commit,16726,3
before,grpc,65536,capacity,1,commit,16746,2
before,grpc,65536,capacity,1,commit,16747,9
before,grpc,65536,capacity,1,commit,16787,1
before,grpc,65536,capacity,1,commit,16809,1
before,grpc,65536,capacity,1,commit,16866,1
before,grpc,65536,capacity,1,write,0,1793575
before,grpc,65536,matched,1,commit,13,54615
before,grpc,65536,matched,1,commit,17,134
before,grpc,65536,matched,1,commit,26,1733
before,grpc,65536,matched,1,commit,27,3507
before,grpc,65536,matched,1,commit,30,6
before,grpc,65536,matched,1,commit,33,498
before,grpc,65536,matched,1,commit,36,64
before,grpc,65536,matched,1,commit,47,16006
before,grpc,65536,matched,1,commit,54,1
before,grpc,65536,matched,1,commit,66,2
before,grpc,65536,matched,1,commit,74,3
before,grpc,65536,matched,1,commit,16392,4012
before,grpc,65536,matched,1,commit,16393,96054
before,grpc,65536,matched,1,commit,16405,3
before,grpc,65536,matched,1,commit,16419,12496
before,grpc,65536,matched,1,commit,16425,15506
before,grpc,65536,matched,1,commit,16458,1
before,grpc,65536,matched,1,write,0,362450
before,grpc,8192,capacity,1,commit,13,28048
before,grpc,8192,capacity,1,commit,17,139
before,grpc,8192,capacity,1,commit,30,1
before,grpc,8192,capacity,1,commit,36,46
before,grpc,8192,capacity,1,commit,47,22066
before,grpc,8192,capacity,1,commit,8215,22067
before,grpc,8192,capacity,1,commit,8222,21543
before,grpc,8192,capacity,1,commit,8235,119301
before,grpc,8192,capacity,1,commit,8258,18
before,grpc,8192,capacity,1,commit,8262,118821
before,grpc,8192,capacity,1,write,0,992794
before,grpc,8192,matched,1,commit,13,75924
before,grpc,8192,matched,1,commit,17,140
before,grpc,8192,matched,1,commit,30,2
before,grpc,8192,matched,1,commit,36,64
before,grpc,8192,matched,1,commit,47,78679
before,grpc,8192,matched,1,commit,8215,78679
before,grpc,8192,matched,1,commit,8222,72279
before,grpc,8192,matched,1,commit,8235,7764
before,grpc,8192,matched,1,commit,8262,1366
before,grpc,8192,matched,1,write,0,564176
before,opaque,1024,capacity,1,commit,128,125
before,opaque,1024,capacity,1,commit,1040,87921
before,opaque,1024,capacity,1,commit,1168,66
before,opaque,1024,capacity,1,commit,2080,107196
before,opaque,1024,capacity,1,commit,3120,115814
before,opaque,1024,capacity,1,commit,4160,87168
before,opaque,1024,capacity,1,commit,5200,56474
before,opaque,1024,capacity,1,commit,6240,43029
before,opaque,1024,capacity,1,commit,7280,30633
before,opaque,1024,capacity,1,commit,8192,191
before,opaque,1024,capacity,1,write,0,528613
before,opaque,1024,matched,1,commit,128,4
before,opaque,1024,matched,1,commit,1040,319431
before,opaque,1024,matched,1,commit,1168,15
before,opaque,1024,matched,1,commit,2080,127
before,opaque,1024,matched,1,commit,2208,3
before,opaque,1024,matched,1,commit,3120,15
before,opaque,1024,matched,1,commit,4160,13
before,opaque,1024,matched,1,commit,5200,6
before,opaque,1024,matched,1,commit,6240,19
before,opaque,1024,matched,1,commit,7280,3
before,opaque,1024,matched,1,commit,8192,22
before,opaque,1024,matched,1,write,0,319657
before,opaque,64,capacity,1,commit,80,120145
before,opaque,64,capacity,1,commit,160,109608
before,opaque,64,capacity,1,commit,240,92711
before,opaque,64,capacity,1,commit,320,65622
before,opaque,64,capacity,1,commit,400,56427
before,opaque,64,capacity,1,commit,480,44717
before,opaque,64,capacity,1,commit,560,30512
before,opaque,64,capacity,1,commit,640,18099
before,opaque,64,capacity,1,write,0,537841
before,opaque,64,matched,1,commit,80,319409
before,opaque,64,matched,1,commit,160,139
before,opaque,64,matched,1,commit,240,12
before,opaque,64,matched,1,commit,320,5
before,opaque,64,matched,1,commit,400,13
before,opaque,64,matched,1,commit,480,4
before,opaque,64,matched,1,commit,560,1
before,opaque,64,matched,1,commit,880,2
before,opaque,64,matched,1,commit,960,18
before,opaque,64,matched,1,commit,1040,4
before,opaque,64,matched,1,commit,1200,1
before,opaque,64,matched,1,write,0,319608
