# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 986  of event 'cycles'
# Event count (approx.): 41900884506
#
# Overhead  Command          Shared Object               Symbol                                          IPC   [IPC Coverage]
# ........  ...............  ..........................  ..............................................  ....................
#
     0.29%  echo_sock        [kernel.kallsyms]           [k] sched_clock_cpu                             -      -            
     0.29%  echo_sock        libc.so.6                   [.] __poll                                      -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] kmem_cache_free                             -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe              -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] sock_wfree                                  -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] __lock_text_start                           -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] __schedule                                  -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] _raw_spin_lock                              -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] set_next_buddy                              -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] update_min_vruntime                         -      -            
     0.28%  echo_sock        libdmesh_preload.so         [.] 0x0000000000004440                          -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] __get_user_nocheck_4                        -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] exit_to_user_mode_loop                      -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] ep_send_events                              -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] try_to_wake_up                              -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] unix_stream_read_generic                    -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] _raw_spin_lock_irqsave                      -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
