# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 996  of event 'cycles'
# Event count (approx.): 46770825493
#
# Overhead  Command          Shared Object               Symbol                                          IPC   [IPC Coverage]
# ........  ...............  ..........................  ..............................................  ....................
#
     0.44%  bench_sock       [kernel.kallsyms]           [k] _raw_spin_lock_irq                          -      -            
     0.44%  bench_sock       [mlx5_core]                 [k] free_4k                                     -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] __put_user_nocheck_8                        -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] vfs_write                                   -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] __lock_text_start                           -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] read_tsc                                    -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] ep_send_events                              -      -            
     0.44%  bench_sock       [kernel.kallsyms]           [k] enqueue_entity                              -      -            
     0.44%  bench_sock       libc.so.6                   [.] epoll_pwait2                                -      -            
     0.42%  perf             [kernel.kallsyms]           [k] generic_perform_write                       -      -            
     0.39%  echo_sock        libc.so.6                   [.] __GI___lll_lock_wake                        -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] dequeue_task_fair                           -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] __calc_delta                                -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] iterate_groups                              -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] arch_exit_to_user_mode_prepare.constprop.0  -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] futex_wait                                  -      -            
     0.39%  echo_sock        [kernel.kallsyms]           [k] copy_user_generic_unrolled                  -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] update_rq_clock                             -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] pick_next_entity                            -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] psi_task_change                             -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] finish_task_switch.isra.0                   -      -            
     0.33%  bench_sock       libc.so.6                   [.] __GI___pthread_disable_asynccancel          -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] mutex_lock                                  -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] save_fpregs_to_fpstate                      -      -            
     0.33%  bench_sock       libdmesh_preload.so         [.] 0x0000000000004ef7                          -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] unix_stream_read_generic                    -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe              -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] update_min_vruntime                         -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] do_syscall_64                               -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] __x64_sys_epoll_pwait2                      -      -            
     0.33%  bench_sock       libdpumesh.so.4             [.] 0x000000000000620d                          -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] pick_next_task_fair                         -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0     -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] native_load_tls                             -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] fput_many                                   -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] try_to_wake_up                              -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] memcg_slab_post_alloc_hook                  -      -            
     0.30%  echo_sock        [kernel.kallsyms]           [k] mutex_unlock                                -      -            
     0.30%  echo_sock        [kernel.kallsyms]           [k] _raw_spin_lock_irq                          -      -            
     0.30%  echo_sock        libdpumesh.so.4             [.] 0x000000000000620d                          -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] update_cfs_group                            -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] sock_read_iter                              -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] pick_next_task                              -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] finish_task_switch.isra.0                   -      -            
     0.29%  echo_sock        [mlx5_ib]                   [k] 0x000000000003ea8c                          -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] fput_many                                   -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] __rdgsbase_inactive                         -      -            
     0.29%  echo_sock        libc.so.6                   [.] read                                        -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] rcu_read_unlock_strict                      -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
